age,id,income,gender_F,gender_M,gender_O,became_member_on_year,became_member_on_month,became_member_on_date
66,a2bd377c7ab74d93bbfd87f70043a9f8,60000.0,0,1,0,2018,7,9
69,23f9e3baf42b43148fee9bbbc3530c7a,87000.0,1,0,0,2017,9,27
74,8486e692a5f94d179d507eaca848ecbd,53000.0,0,1,0,2014,8,20
75,49f22e86d2db41878778d70958dc744e,87000.0,1,0,0,2018,7,12
59,28de174a5c854dd1be3187dc6edae45b,85000.0,1,0,0,2015,9,9
47,a1eb338ccbca4cc88c9366939f16d819,66000.0,0,1,0,2013,12,30
20,220a39cdfd6b41268c43a2e588fcb7e0,69000.0,0,1,0,2018,5,28
60,0c89378f14804b42b6e63e4dc26e8d3e,108000.0,0,1,0,2017,4,26
65,464d2302b99b46ad8eb3e42e1b849c24,61000.0,0,1,0,2018,3,15
33,3f36bc1d5fc0499b9f96f62348f0f9b0,43000.0,0,1,0,2015,4,21
39,fe97aa22dd3e48c8b143116a8403dd52,67000.0,1,0,0,2017,12,17
49,dbca75f289544e09836322ba2e104854,59000.0,0,1,0,2018,6,2
68,c863af14b3654499b1caea5e640136d2,58000.0,0,1,0,2018,2,7
42,d7dc31e069124ef49e1bb937cb89f41c,80000.0,0,1,0,2017,2,9
72,1827da57bb924833a6f73c79b5f2bbc5,33000.0,0,1,0,2018,6,1
18,721eb06ac285463aa6e1184e0ea9b7f0,49000.0,1,0,0,2017,5,24
32,d594b1f288674594a02c8527e5837ade,42000.0,1,0,0,2018,6,28
67,0f54094029ca4107bfd36203aeb3ed14,50000.0,0,1,0,2017,8,28
52,5f18c5754dc04baaa1267c823f877a85,42000.0,0,1,0,2018,7,4
38,d8567f1400d8486cb31c6abba64389ec,64000.0,0,1,0,2017,10,19
60,30fae86966114f6e83c3043b22b6b7c4,77000.0,1,0,0,2018,3,16
62,fd700397b7c8440baa70d5539926c5a0,77000.0,1,0,0,2017,12,22
55,4293153650e04742b310ac06cd3810e9,51000.0,1,0,0,2018,7,8
22,2ce2e03319c7446ca9c379b4589da19b,63000.0,0,1,0,2018,4,28
34,4d15a2a5ac134c58971b910b859bec24,41000.0,0,1,0,2017,12,6
46,127cd9d95e6247e5b92bff64d6205a94,60000.0,0,1,0,2014,12,14
85,4e233f02eff840c7a3e5ec15d55d7d23,67000.0,0,1,0,2018,7,26
51,3ecb372184104ff7bad0f0f60cb56e29,85000.0,1,0,0,2017,3,16
53,8a37057f57c4495fb98dfcc8b909b09f,85000.0,1,0,0,2016,4,27
51,11da2f066d3943699d10b61fd276fd1a,92000.0,0,1,0,2016,8,10
48,21b02228cd4441b49bf0b5ff046f4b75,44000.0,0,1,0,2015,6,1
52,629fc02d56414d91bca360decdfa9288,72000.0,0,1,0,2018,6,5
62,c87b50fcdd4a4d2faacff6112243a8dd,53000.0,0,1,0,2016,3,5
42,91dc71c4e9bd45b0861825c32f5ee8f9,62000.0,0,1,0,2018,3,25
55,3bd5ba038a5c46cc94e8cd5e5739c967,65000.0,0,1,0,2017,10,25
27,92214286965d4eb1ad14dc8b0b04a20f,50000.0,1,0,0,2015,9,15
68,37155a5f4ff248529399c95472186879,107000.0,0,1,0,2018,5,30
74,c84fe4915ef74c7f9e81b003d3ecf54c,83000.0,1,0,0,2017,12,20
77,041fd7c6b796430a867c4e03d2ff8f4d,66000.0,0,1,0,2014,10,11
35,9e91e04b9a344f4e948728bf127967b6,72000.0,0,1,0,2018,1,18
50,348bdc19d65f49b8b98f72c59e64cd89,69000.0,1,0,0,2017,11,8
45,c74beaa959a742309ba8350b7d472676,94000.0,0,1,0,2015,10,27
82,c79da41557894c7eacc5c0156dc1f4dc,87000.0,0,1,0,2016,12,31
40,8cc1a1bd309842bfaafd4483d994579b,57000.0,0,1,0,2013,12,22
66,83e2ccc1d4374c14865e8e2cf16007dd,34000.0,0,1,0,2018,6,17
52,17c803219d1348d4a016691c947de0ed,63000.0,0,1,0,2018,4,11
57,791ffe6d3dc848d2b233129a8096f7ab,89000.0,1,0,0,2016,3,29
68,2204f8ff966f48db90246bd7b5918a7f,69000.0,0,1,0,2016,6,29
21,0b9cac742f534951b5af48395dfe6879,52000.0,0,1,0,2018,3,3
61,b818e955451b47db9fc8767fa45e464e,44000.0,0,1,0,2017,8,15
58,a9ecb39d93d74696a9d6ddd5355329ff,54000.0,1,0,0,2018,3,17
67,0d18c37c8b58459f8aa6af2f7b541357,54000.0,1,0,0,2018,6,14
24,d250372c924747d8ac9a8fa88f584bc3,61000.0,0,1,0,2017,2,12
26,3cea9c09fefb4c33ae2f0aa604af7eb4,35000.0,0,1,0,2017,11,17
71,87efa556dd48400cb4231a273e088bcf,105000.0,1,0,0,2017,12,7
69,4e4c47b460b1414c8ddd459b61f84b9e,64000.0,1,0,0,2017,12,12
81,accec36a10704e1fbaeb9b28b8bc5da8,93000.0,0,1,0,2018,5,3
62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,73000.0,0,1,0,2016,4,5
38,1eed89c11cc749a4bb93d8cef032821d,74000.0,0,1,0,2017,7,9
61,3f279ee9fd0d4195b0b9574ce0ae6923,82000.0,0,1,0,2017,9,26
52,2d40e25b82b94b37bbad2332e90a1034,92000.0,1,0,0,2017,8,9
50,9df2790f060d430e94f17189042e5671,70000.0,0,1,0,2017,12,25
54,ae47fbe72b274838a2093c3e91bc03dc,118000.0,0,1,0,2017,2,16
75,018b8f83176d471db63d9733c741fc8a,109000.0,1,0,0,2018,5,2
82,d2e88e95c0ae41c0980e4cfc10d162d8,73000.0,0,1,0,2018,3,19
64,aa4a681ea192401ab469b616f8fe6885,38000.0,0,1,0,2018,7,20
54,ae40f2f496e84ed29e7638b0bccee9a4,99000.0,1,0,0,2015,10,6
82,5a3d291f75984396b6eb2800206ec716,72000.0,0,1,0,2018,1,8
90,bf2c086d4c4049289df1e0c8ea08f55c,45000.0,0,1,0,2018,5,9
34,5b9c1a35c0144b6ab584e666dec7c531,67000.0,1,0,0,2018,4,17
44,ad3c443c9ce34aa38929b0a84cb14c04,53000.0,0,1,0,2018,7,18
79,688e4f2487d44ad8bbcc0f96936f42d6,106000.0,1,0,0,2018,7,11
58,73c157a4b8e342fcb5d8479d8cb41e81,95000.0,1,0,0,2016,12,31
47,e737ff591120415581ddbe817b8c82ca,74000.0,1,0,0,2016,1,5
60,9cb34ff9de694c578154da3efc9915db,59000.0,1,0,0,2017,11,17
83,32189735a963491082e35dd4c3221690,54000.0,0,1,0,2017,8,7
74,4e5923e5deab4d5cb1624a0b1cc9909c,103000.0,1,0,0,2018,5,17
89,2c5c71b7bfaa4e3e8088fc177e6e559b,101000.0,0,1,0,2015,9,17
68,307245a5204947e5a9f952daffcad5f2,62000.0,0,1,0,2016,3,5
63,eb834c09384149e88983526893d4d0cb,110000.0,1,0,0,2017,11,27
40,f93884685d214230bbc7c5f46aef121f,51000.0,1,0,0,2018,7,6
79,341276cb09ac42ad8473be091b52b082,99000.0,1,0,0,2017,12,17
71,18174519037241e9b1ddcb627ca4dc41,30000.0,0,1,0,2018,3,21
76,978d48db5c714a4490d904412f85b502,114000.0,1,0,0,2015,9,6
89,2f442d5255324bbd9438b8a213544532,96000.0,0,1,0,2016,5,28
63,044f41cfd98940119477d73c81f973a3,36000.0,0,1,0,2017,7,29
41,031387fa9cfd47e88f4e4b4b4cb71925,83000.0,0,1,0,2017,9,22
71,8c410d84af08408fb41f953c93ffac27,56000.0,1,0,0,2018,4,8
44,09e7e40eb89943458f4f79fe2e023dd6,36000.0,0,1,0,2017,10,11
25,97b2476046874de3975e8feee95a1f98,73000.0,0,1,0,2016,4,6
27,0ad8a9771c59432f9641e48212b2ccb9,70000.0,0,1,0,2018,3,27
67,2a01c11fdcc441bcbdc842c35adccb2f,106000.0,0,1,0,2018,2,12
77,78e9be059fce46a1b610f74e0e812a4a,80000.0,1,0,0,2016,2,19
68,ad4fd34e9f7e4fd9ae627edd73ca2081,66000.0,1,0,0,2015,12,29
37,0e4e14ea66044a9eaee0b5efbff6ca62,64000.0,0,1,0,2016,4,20
55,ace4a7611da040748d1722cda25b6280,60000.0,0,1,0,2016,3,23
30,c894971c9e414a358b84255199727636,54000.0,0,1,0,2016,9,3
51,e277228d77a64ab896d6dd6d88f970d3,54000.0,0,1,0,2015,8,15
47,f20277feaaca40b1ae9295a1d897fcb8,92000.0,1,0,0,2018,7,12
49,6f04a68e93df44d1b2329a399016452b,48000.0,0,1,0,2018,2,4
32,27aa749a6f5f448e91327028a2ac7fb5,38000.0,0,1,0,2015,10,8
30,ba9fb3e4a7084361914c1647d871d27e,69000.0,0,1,0,2017,4,18
47,00c6035df45840038a72766c6d27a0db,86000.0,0,1,0,2017,2,25
34,fffad4f4828548d1b5583907f2e9906b,34000.0,0,1,0,2017,1,23
78,a1ad0bbe76f8403786baa50ff845bc42,101000.0,1,0,0,2017,6,4
85,50fb5c0c6b1b4f43bd5f4a818dddb513,71000.0,1,0,0,2016,3,2
75,a97e6f33219c432db82acfa0d19c602d,69000.0,1,0,0,2013,8,6
76,c6a2cd4fdc104ea5896ac60300f6842d,71000.0,1,0,0,2017,3,11
89,4c0b938c4e994b168f0062d7dbb79796,59000.0,1,0,0,2015,7,22
58,4de38d89a91c4286a583085d909817f9,70000.0,0,1,0,2018,1,29
23,5ad59daa0d6b41f0a0c115443c1d8828,49000.0,0,1,0,2017,10,30
58,2b91e3c00a424185ab261b2a204c9718,53000.0,0,1,0,2017,9,16
64,23bc15e276d247669fd7d1c08a8fb678,95000.0,1,0,0,2015,10,12
72,da6c95e567f94dfdb54c16073807fcfe,39000.0,0,1,0,2017,9,9
66,fae3fbe975cc4421b853947d7448904e,72000.0,1,0,0,2017,8,11
49,7798d98a070845328d838312b65ba846,68000.0,1,0,0,2017,8,9
43,b21beefac7b6488f8384774c4d90faca,71000.0,0,1,0,2017,4,13
58,932715eb8a33450c83c1557c99968c7b,39000.0,0,1,0,2018,7,17
43,cac7e2d5e1f444debdbebcb02a9d6d3d,76000.0,0,1,0,2017,8,6
56,203831402e2b49a8bf1fa35263f17165,87000.0,1,0,0,2017,3,29
69,816f33d96b624c84a890f87694ac4172,118000.0,1,0,0,2017,10,16
60,d0be9ff460964c3398a33ad9b2829f3a,94000.0,0,0,1,2018,2,16
81,327d08559d564f13b6aaf681700c2e6e,70000.0,0,1,0,2016,6,1
42,c610bd00615c41079c7a1a33f76d9228,91000.0,0,1,0,2017,4,3
75,716cff13fcd44dc2a96c138950dc48bd,71000.0,0,1,0,2015,1,10
62,c05652fa9d2c4fac9a010ea5a9310c86,73000.0,0,1,0,2018,1,27
55,fbc039723b044dfd8a1723a976d667d9,54000.0,1,0,0,2016,5,5
65,e1103f6b4c444f84b65f856738c0f60c,39000.0,0,1,0,2017,10,11
52,b6905df3630b4137b077b6e1b4b21d75,46000.0,0,1,0,2017,2,27
30,2c3a4de659584bed8d27cfd865f06928,40000.0,1,0,0,2017,10,15
74,28416e7d96d746fb9c1fb8223d9e4914,75000.0,1,0,0,2015,9,24
100,24c1287eb7a84cfd80472a82e05b1d57,63000.0,1,0,0,2015,8,28
26,a4579681ffca49cfbff6f5453a49bf76,40000.0,1,0,0,2017,3,24
56,8a04ab4063e94628b5bbd86781639430,53000.0,1,0,0,2016,3,28
50,393e6938e7eb46cb86bcb04f231efc0f,90000.0,0,1,0,2014,10,15
73,62fb072537a647a89f99fb9ea66a7c00,95000.0,0,1,0,2017,10,8
49,0acaa564f18b418ba642e2a4ff3e028d,74000.0,1,0,0,2017,12,10
37,585fb2dc600d4a0f912d8911aba11203,50000.0,0,1,0,2016,1,9
65,9b0e7b326e314b758369c2f794566eb3,57000.0,0,1,0,2016,2,12
64,aec532a91d9948cb828cc657fa27fce2,81000.0,1,0,0,2016,2,25
48,9c64321646bf40f6ad1bc98864eaa6b8,53000.0,1,0,0,2016,10,14
20,4e6eb10de9744995be7496f5b1cc7bcf,32000.0,0,1,0,2015,8,12
46,e89dce9d75634dc5bf1df0a0cea0f316,40000.0,0,1,0,2018,7,23
24,e08a264dc9a54efca07e1cf7e9b38480,69000.0,0,1,0,2015,4,27
71,a4ac99af1b7f4344b734ac07592ab717,95000.0,0,1,0,2015,8,26
50,f8362fcaa42248fca2a2a174951a954a,78000.0,1,0,0,2018,5,25
37,676506bad68e4161b9bbaffeb039626b,92000.0,0,1,0,2017,5,15
57,b7658a8eab2f42668a9d66499b001e88,81000.0,1,0,0,2016,5,22
52,a8719d4d305444579b2d2c1b777c3417,85000.0,0,1,0,2014,4,25
41,bd215efd787d4305a006a56154fbcb67,41000.0,0,1,0,2016,8,24
66,f5e59835627a49a0b13c4183522225d4,74000.0,1,0,0,2017,6,18
66,f970eafddcb34154aa4d646b4a71ca34,87000.0,1,0,0,2015,10,1
68,c4a3c86c7b5541cf83d443c2a89e5b5a,120000.0,1,0,0,2017,10,25
20,4bbcb71a7f75455e9957413cf743fef7,70000.0,0,1,0,2016,3,8
43,9ef935700f384fefa0e1a34f92555abd,42000.0,0,1,0,2017,7,4
73,32fbf97e89274e8a935903f2ad095e1f,38000.0,0,1,0,2017,12,12
42,68081ac19eae44ba99b47c8e1d4161a4,56000.0,1,0,0,2017,5,29
82,b268f71b99b94e1485ed1ccd4c20007b,110000.0,0,1,0,2016,6,4
70,01ef4c6618b64334a15914ff9963eaac,92000.0,1,0,0,2017,11,9
42,7a7aece75d5347bd869fbcf707aea6b1,71000.0,1,0,0,2017,10,10
48,8f7dd3b2afe14c078eb4f6e6fe4ba97d,62000.0,0,1,0,2015,9,3
53,8b5ae6d6547745d5adae0b0828de3f7d,93000.0,1,0,0,2015,9,10
64,66ccb31b29da4e9db3337fcfd5039c17,67000.0,0,1,0,2018,3,4
79,dd0fe73d5e7b46e98304b1643394fe9e,90000.0,0,1,0,2018,1,23
51,b0be9b4679204f82b937260a08e54eb0,55000.0,0,1,0,2016,5,11
45,713a1ea744ee4267a741645078845eac,88000.0,1,0,0,2018,1,20
48,f8756fc0eea24e7ba3ccd846efc4d0d5,105000.0,1,0,0,2016,6,2
54,01e8739670a042b3877f8e843bdf55a7,119000.0,1,0,0,2015,10,24
52,5e97488a58c641ea8ecb05a8e27fddc4,48000.0,0,1,0,2018,7,10
28,e6590c7f954f4ff482c069b45070b351,68000.0,0,1,0,2013,9,24
69,bb9cf26ad43044a3b0dd90c22bbd05d1,47000.0,0,1,0,2014,5,2
73,0861b9ca31b741bb8b411b18f82d18f6,92000.0,0,1,0,2017,6,27
67,eefbc1aac05142aeb0ce661d3a19ae48,71000.0,1,0,0,2017,8,13
76,cc40aaa447054294a86c75d79881e35a,34000.0,1,0,0,2018,6,13
55,c34eaeb9e68248c382e4483328bb9867,53000.0,1,0,0,2015,11,21
89,69b02748e2864894b9a425d079d806ca,83000.0,1,0,0,2018,6,23
57,717a423a31284ce1b767cad1c471d968,41000.0,0,1,0,2018,4,29
54,ca900921cfdd4b11a432df6f46a3e26d,70000.0,1,0,0,2018,2,11
58,b4a4a6b9648a45baa15f438ffb5565e9,73000.0,0,1,0,2017,12,27
49,1e78f244cac34e758dff086f30dbc1be,39000.0,0,1,0,2017,11,23
73,07ebe89c877e4328b60f4e5676452ee1,79000.0,1,0,0,2018,5,7
58,371d6b3a983547709252bbbcbedda147,76000.0,1,0,0,2017,2,19
51,ea8a1cb1c56e42e4807e9ec27b95b97b,70000.0,0,1,0,2017,12,14
74,709189c4727342a782cd28ad41c1b316,78000.0,0,1,0,2016,4,18
53,c0f9e4bb1f3a4d30a34f5a835b2c97ea,95000.0,0,1,0,2015,9,6
61,9e0369f1045443c2a83a423920155ab3,32000.0,0,1,0,2018,2,27
41,acc3bb69130c45aca141e8aa86f41b42,55000.0,0,1,0,2017,10,24
64,8899cbcaf33d4e4d87a3f761b5ff8cf2,95000.0,1,0,0,2017,10,8
42,cda87c53c8434854b78be68c0cde4848,75000.0,0,1,0,2017,9,8
50,be2b393781594f4da055ef99b4d95e48,57000.0,0,1,0,2016,4,26
60,e8f6590b4991479eb898457e8ebf4890,56000.0,0,1,0,2017,9,3
57,7da4476ec7234c0fa8f05d2336669212,83000.0,1,0,0,2016,4,8
39,a0f63f6e1285445dbbdcc5d4943c843f,54000.0,1,0,0,2017,4,7
57,b3ad8755d0ac47faa6e9c10954fec6a4,67000.0,1,0,0,2016,8,27
57,fe23d94e175742209abf65cfbc684153,71000.0,0,1,0,2017,12,16
68,4c51ba3886b84781996ca15d42af505d,51000.0,0,1,0,2016,3,18
83,813f7ade94c14226b49b3ec4ace58718,114000.0,1,0,0,2015,9,10
35,ee8eccee44354ee38eea7b4704514136,72000.0,1,0,0,2018,1,2
90,58ad7189fe54463fa221873e553f3173,72000.0,1,0,0,2018,1,1
56,1e917541b9324d93bde2bf5ec7ee21a7,72000.0,0,1,0,2018,4,4
84,4786c65ce3d944c09d1562bf9363541a,81000.0,0,1,0,2017,9,7
62,a7456960b600412fa516433d4821361c,39000.0,0,1,0,2018,3,12
63,ce9ccae3451247fc98667ef67857b116,58000.0,0,1,0,2017,2,23
67,62274260252f4b04962ec2f85295b447,56000.0,0,1,0,2016,1,5
68,4c1c14245a1f4b138ae662fe2243342f,50000.0,1,0,0,2017,11,26
55,9bd8945dd46d4e55b6504a0a0878ed51,73000.0,0,1,0,2017,5,8
24,c93f9619abd642a684bd79953cef992c,59000.0,1,0,0,2017,2,7
40,508e507b462a4f6cb3dd48bcd3118521,39000.0,0,1,0,2017,8,15
83,e3cd0a0e1af5463d9cc4d18e4b7b8b63,61000.0,0,1,0,2018,1,18
63,9ddafd9acd6e441a8ebf8845e2ac5319,41000.0,1,0,0,2017,3,16
59,0e72fad934a74c2c97a98c525d64f738,59000.0,1,0,0,2018,1,16
49,0d0a9ca9281248a8a35806c9ae68f872,42000.0,0,0,1,2017,12,7
61,d11e7279219b418eb0133758d88ee285,99000.0,1,0,0,2016,6,12
42,6be0513109fe4d738e2af7fb252fefb7,57000.0,0,1,0,2018,6,13
58,90a221d6183c49d68dd6b2d17e67b2ba,36000.0,0,1,0,2018,1,29
48,b3a5a87d9e1d4bc48f38945c8f4d5a2a,44000.0,1,0,0,2016,10,21
35,027596e6ed19471392923eb833b25fd3,64000.0,0,1,0,2017,8,29
